id,name,type,lat,lon,address,doctor_count,phone,source
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,고려대학교의과대학부속안산병원,상급종합,37.3185144,126.8249033,"경기도 안산시 단원구 적금로 123, (고잔동)",378,031-1577-7516,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,고신대학교복음병원,상급종합,35.0809636,129.0139595,"부산광역시 서구 감천로 262, (암남동)",298,990-6114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjEwMDIjODEjJDEjJDYjJDgz,단국대학교의과대학부속병원,상급종합,36.8415904,127.172575,"충청남도 천안시 동남구 망향로 201,  (안서동)",324,041-1588-0063,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,대구가톨릭대학교병원,상급종합,35.8436078,128.5679969,"대구광역시 남구 두류공원로17길 33, (대명동)",304,053-650-3000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,동아대학교병원,상급종합,35.1201682,129.0175391,"부산광역시 서구 대신공원로 26, (동대신동3가)",309,051-240-2400,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,부산대학교병원,상급종합,35.1008477,129.0188032,"부산광역시 서구 구덕로 179, (아미동1가)",512,240-7000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,분당서울대학교병원,상급종합,37.3516694,127.1234066,"경기도 성남시 분당구 구미로173번길 82, (구미동, 분당서울대학교병원)",779,031-787-2114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjODEjJDEjJDIjJDgz,삼성서울병원,상급종합,37.4882977,127.0851508,"서울특별시 강남구 일원로 81, (일원동, 삼성의료원)",1348,02-3410-2114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDYjJDgz,서울대학교병원,상급종합,37.5797151,126.9990168,"서울특별시 종로구 대학로 101, (연건동)",1556,1588-5700,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,순천향대학교부속부천병원,상급종합,37.4986998,126.7629626,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",374,032-621-5114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,아주대학교병원,상급종합,37.2794612,127.0476837,"경기도 수원시 영통구 월드컵로 164, (원천동)",652,031-219-5114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE0ODEjODEjJDEjJDYjJDgz,양산부산대학교병원,상급종합,35.3281501,129.0057274,"경상남도 양산시 물금읍 금오로 20, (물금읍)",462,055-360-1000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjNjEjJDEjJDQjJDgz,연세대학교 원주세브란스기독병원,상급종합,37.3490013,127.9456638,"강원특별자치도 원주시 일산로 20-0,  (일산동)",391,033-741-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjE0ODEjNTEjJDEjJDYjJDgz,연세대학교의과대학 강남세브란스병원,상급종합,37.4929296,127.0462683,"서울특별시 강남구 언주로 211, 강남세브란스병원 (도곡동)",534,02-2019-3114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDgjJDgz,연세대학교의과대학세브란스병원,상급종합,37.5623446,126.9408265,"서울특별시 서대문구 연세로 50-1, (신촌동)",1363,02-2228-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjODEjJDEjJDYjJDgz,영남대학교병원,상급종합,35.848107,128.58205,"대구광역시 남구 현충로 170, (대명동)",350,053-623-8001,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,원광대학교병원,상급종합,35.9646389,126.9595793,"전북특별자치도 익산시 무왕로 895, (신동)",274,063-859-1114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE0ODEjODEjJDEjJDYjJDgz,의료법인 길의료재단 길병원,상급종합,37.452171,126.7092258,"인천광역시 남동구 남동대로774번길 21-0, 의료법인길의료재단길병원",465,,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNjEjJDEjJDQjJDgz,이화여자대학교의과대학부속목동병원,상급종합,37.536602,126.8862043,"서울특별시 양천구 안양천로 1071, (목동)",425,02-2650-5114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTAxMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNTEjJDEjJDYjJDgz,인제대학교부산백병원,상급종합,35.1461809,129.0208925,"부산광역시 부산진구 복지로 75, 진사로83번길 75, 진사로83번길 81, 1층(일부), 3층 (개금동)",363,051-890-6114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjEwMDIjNjEjJDEjJDAjJDgz,인하대학교의과대학부속병원,상급종합,37.4586786,126.6340954,"인천광역시 중구 인항로 27-0, 인하대학병원",396,032-890-2114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjE0ODEjNDEjJDEjJDQjJDgz,재단법인아산사회복지재단 서울아산병원,상급종합,37.5265762,127.107935,"서울특별시 송파구 올림픽로43길 88, 서울아산병원 (풍납동)",1569,02-3010-3114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNTEjJDEjJDYjJDgz,전남대학교병원,상급종합,35.1418094,126.9215805,"광주광역시 동구 제봉로 42,  (학동)",489,062-1899-0000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,전북대학교병원,상급종합,35.8470974,127.1411626,"전북특별자치도 전주시 덕진구 건지로 20,  (금암동)",414,063-250-1129,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,조선대학교병원,상급종합,35.1390537,126.9261467,"광주광역시 동구 필문대로 365,  (학동)",306,062-1811-7474,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEwMDIjNTEjJDEjJDIjJDgz,중앙대학교병원,상급종합,37.5067481,126.9607839,"서울특별시 동작구 흑석로 102, (흑석동)",404,1800-1114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNjEjJDEjJDgjJDgz,충남대학교병원,상급종합,36.316908,127.415363,"대전광역시 중구 문화로 282- , (대사동)",494,042-1599-7123,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjODEjJDEjJDIjJDgz,충북대학교병원,상급종합,36.6242237,127.4614843,"충청북도 청주시 서원구 1순환로 776-0, 충북대학교병원",317,043-269-6114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQzNjEyMjIjNzEjJDEjJDgjJDgz,칠곡경북대학교병원,상급종합,35.9564207,128.5646727,"대구광역시 북구 호국로 807, 칠곡경북대학교병원(임상실습동 1~11층 포함) (학정동)",223,053-200-2000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM2MSMkMSMkMiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,학교법인 건양교육재단 건양대학교병원,상급종합,36.306642,127.342613,"대전광역시 서구 관저동로 158, (관저동)",293,042-600-9999,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),상급종합,37.5870165,127.0263537,"서울특별시 성북구 고려대로 73, 고려대병원 (안암동5가)",560,1577-0083,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,학교법인 울산공업학원 울산대학교병원,상급종합,35.5200702,129.4289116,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",376,052-250-7000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjE4MzIjODEjJDEjJDIjJDgz,학교법인가톨릭학원가톨릭대학교서울성모병원,상급종합,37.5009444,127.0051154,"서울특별시 서초구 반포대로 222, (반포동)",845,02-1588-1511,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNjEjJDEjJDQjJDgz,학교법인성균관대학삼성창원병원,상급종합,35.2424957,128.5923771,"경상남도 창원시 마산회원구 팔용로 158-158, (합성동, 삼성창원병원)",283,055-233-8899,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,한림대학교성심병원,상급종합,37.3917575,126.9620529,"경기도 안양시 동안구 관평로170번길 22, (평촌동)",370,031-380-1500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQ0NjE0ODEjNjEjJDEjJDAjJDgz,한양대학교병원,상급종합,37.5596569,127.0441339,"서울특별시 성동구 왕십리로 222-1, (사근동)",405,02-2290-8114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjODEjJDEjJDIjJDgz,화순전남대학교병원,상급종합,35.0594333,127.0025,"전라남도 화순군 화순읍 서양로 322, (화순읍)",231,061-379-7114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEwMDIjNDEjJDEjJDgjJDgz,(의)나사렛의료재단 나사렛국제병원,종합병원,37.407958,126.6704928,"인천광역시 연수구 먼우금로 98,  (동춘동)",60,032-899-9999,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,(의)성세의료재단 뉴성민병원,종합병원,37.5097753,126.6698519,"인천광역시 서구 신석로 70, (석남동)",27,032-726-1000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,(의)영문의료재단 다보스병원,종합병원,37.2314882,127.2114647,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",37,031-8021-2114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,(재)미리내천주성삼성직수도회천주성삼병원,종합병원,35.8402518,128.7057102,"대구광역시 수성구 달구벌대로 3190, (신매동, 천주성삼병원)",23,053-790-1000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM3MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNDEjJDEjJDgjJDgz,KS병원,종합병원,35.1979238,126.8331484,"광주광역시 광산구 왕버들로 220,  (수완동)",43,062-975-9000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,가톨릭관동대학교 국제성모병원,종합병원,37.5423431,126.6835685,"인천광역시 서구 심곡로100번길 25-0, 인천국제성모병원",208,032-1600-8291,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,가톨릭대학교 여의도성모병원,종합병원,37.5183253,126.9367517,"서울특별시 영등포구 63로 10, 여의도성모병원 (여의도동)",226,1661-7575,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교 은평성모병원,종합병원,37.6334945,126.9161912,"서울특별시 은평구 통일로 1021, (진관동)",301,02-1811-7755,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,가톨릭대학교부천성모병원,종합병원,37.4871165,126.7924166,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",239,032-1577-0675,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,가톨릭대학교의정부성모병원,종합병원,37.7587045,127.0777625,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",265,1661-7500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNzEjJDEjJDgjJDgz,강남베드로병원,종합병원,37.4856196,127.0396045,"서울특별시 강남구 남부순환로 2649, 베드로병원 (도곡동)",36,1544-7522,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,강남병원,종합병원,37.2737515,127.1115072,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",47,031-300-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQ0NjEwMDIjODEjJDEjJDYjJDgz,강남종합병원,종합병원,35.8827739,128.6639117,"대구광역시 동구 동촌로 207, 강남병원 (방촌동)",24,053-980-9000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTg4MSM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,강동경희대학교병원,종합병원,37.553536,127.1576732,"서울특별시 강동구 동남로 892, (상일동)",289,02-440-7114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,강원대학교병원,종합병원,37.8751611,127.7448909,"강원특별자치도 춘천시 백령로 156, (효자동)",254,033-258-2000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,강원특별자치도강릉의료원,종합병원,37.7492828,128.8888316,"강원특별자치도 강릉시 경강로 2007-0, 강릉의료원",18,033-610-1200,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,강원특별자치도삼척의료원,종합병원,37.4400223,129.1705232,"강원특별자치도 삼척시 오십천로 473-0, 강원특별자치도삼척의료원",30,033-572-1141,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQzNjE0ODEjNDEjJDEjJDgjJDgz,강원특별자치도속초의료원,종합병원,38.2164607,128.5892486,"강원특별자치도 속초시 영랑호반길 3, (영랑동)",20,033-630-6000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,강원특별자치도영월의료원,종합병원,37.1864525,128.4652387,"강원특별자치도 영월군 영월읍 중앙1로 59, (영월읍)",21,033-370-9101,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,강원특별자치도원주의료원,종합병원,37.332608,127.949225,"강원특별자치도 원주시 서원대로 387,  (개운동)",42,033-760-4500,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNzEjJDEjJDgjJDgz,강일병원,종합병원,35.2567027,128.8696111,"경상남도 김해시 가락로 359, (구산동)",25,055-822-0100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkOCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjE4MzIjNjEjJDEjJDgjJDgz,건국대학교 충주병원,종합병원,36.9789801,127.9288169,"충청북도 충주시 국원대로 82-0, 건국대학교충주병원",46,043-840-8200,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjE4MzIjNDEjJDEjJDQjJDgz,검단탑병원,종합병원,37.5924835,126.6711792,"인천광역시 서구 청마로19번길 5, (당하동)",52,032-590-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjE0ODEjODEjJDEjJDIjJDgz,경기도의료원 수원병원,종합병원,37.2918917,126.9963375,"경기도 수원시 장안구 수성로245번길 69, (정자동)",33,031-888-0114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE0ODEjNDEjJDEjJDgjJDgz,경기도의료원 안성병원,종합병원,37.0173296,127.2603859,"경기도 안성시 남파로 95, 경기도의료원 안성병원 (당왕동)",32,031-8046-5000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQzNjEwMDIjNDEjJDEjJDgjJDgz,경기도의료원 이천병원,종합병원,37.2828595,127.4330563,"경기도 이천시 경충대로 2742, (관고동)",32,031-630-4200,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,경기도의료원의정부병원,종합병원,37.741161,127.0425004,"경기도 의정부시 흥선로 142, (의정부동)",22,031-828-5000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEyMjIjNjEjJDEjJDQjJDgz,경기도의료원파주병원,종합병원,37.7550649,126.7801502,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",29,031-940-9100,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,경기도의료원포천병원,종합병원,37.9033162,127.19828,"경기도 포천시 포천로 1648, (신읍동)",25,031-539-9114,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,경상남도마산의료원,종합병원,35.1992371,128.5655967,"경상남도 창원시 마산합포구 3·15대로 231, (중앙동3가)",20,055-249-1000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjEwMDIjNjEjJDEjJDAjJDgz,경상북도김천의료원,종합병원,36.1227232,128.1264391,"경상북도 김천시 모암길 24,  (모암동)",42,054-432-8901,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEwMDIjNDEjJDEjJDgjJDgz,경상북도안동의료원,종합병원,36.5682206,128.7321116,"경상북도 안동시 태사2길 55,  (북문동)",32,054-850-6000,건강보험심사평가원_병원정보서비스_v2
hospital:JDQ4MTYyMiM4MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNDEjJDEjJDgjJDgz,경상북도포항의료원,종합병원,36.0348814,129.3549409,"경상북도 포항시 북구 용흥로 36,  (용흥동)",30,054-247-0551,건강보험심사평가원_병원정보서비스_v2
